   		    0	    1	    2	    3	    4	    5	    6	    7	    8	    9	   10	   11	   12	   13	   14	   15	   16	   17	   18	   19	   20	   21	   22	   23	   24	   25	   26	   27	   28	   29	   30	   31	   32	   33	   34	   35	   36	   37	   38	   39	   40	   41	   42	   43	   44	   45	   46	   47	   48	   49	   50	   51	   52	   53	   54	   55	   56	   57	   58	   59	   60	   61	   62	   63	   64	   65	   66	   67	   68	   69	   70	   71	   72	   73	   74	   75	   76	   77	   78	   79	   80	   81	   82	   83	   84	   85	   86	   87	   88	   89	   90	   91	   92	   93	   94	   95	   96	   97	   98	   99	  100	  101	  102	  103	  104	  105	  106	  107	  108	  109	  110	  111	  112	  113	  114	  115	  116	  117	  118	  119	  120	  121	  122	  123	  124	  125	  126	  127	  128	  129	  130	  131	  132	  133	  134	  135	  136	  137	  138	  139	  140	  141	  142	  143	  144	  145	  146	  147	  148	  149	  150	  151	  152	  153	  154	  155	  156	  157	  158	  159	  160	  161	  162	  163	  164	  165	  166	  167	  168	  169	  170	  171	  172	  173	  174	  175	  176	  177	  178	  179	  180	  181	  182	  183	  184	  185	  186	  187	  188	  189	  190	  191	  192	  193	  194	  195	  196	  197	  198	  199	  200	  201	  202	  203	  204	  205	  206	  207	  208	  209	  210	  211	  212	  213	  214	  215	  216	  217	  218	  219	  220	  221	  222	  223	
126		21641	29327	 2264	59414	57008	49671	35661	57793	24564	 4252	58463	47134	58171	48449	45728	28464	26003	27026	12349	16158	  332	54854	47292	48261	43755	42816	 5609	49312	31117	51533	53017	  398	44425	40633	19799	44625	 3730	13157	49757	20120	27897	 6332	16012	18563	52546	44930	22462	21271	13257	 1031	11874	16720	12862	39193	 3940	  487	41706	19908	18652	32717	53176	42332	 3175	30286	26036	 2369	40551	16727	32628	29997	 2436	 5362	55499	59937	40305	 4724	38256	15116	 4938	 1234	34756	 7797	 3179	 1112	28738	42794	 5976	46180	58879	10780	49428	34930	39949	26675	40483	30047	54440	13332	25751	47750	58368	34617	33301	11367	 4364	13860	 3386	24620	28572	27522	41392	47848	 4685	43756	11453	 8244	58467	14921	40096	10322	48362	 8612	27953	17626	54202	38041	 4601	59498	54519	58849	16299	44462	 3550	21514	21581	17531	45250	18062	 4264	40136	55093	50991	54028	25332	13887	31376	24920	17006	 2423	29018	41425	34045	40721	48615	43979	20059	 9767	 2142	34077	42580	12633	23886	22449	39800	21982	33345	46092	 7206	48086	 4813	 7864	37116	 7264	48614	16654	12212	21987	49435	18277	42164	 4402	10879	55882	58806	 8535	28962	16650	59591	49650	 6398	25853	14752	 9040	47943	10466	22101	34927	 8348	28173	19199	34724	58440	45275	50189	 8956	50842	39046	46802	25510	27316	23224	20262	17324	31474	 5580	50515	 5651	16447	19736	57417	47380	27669	43394	 4356	
127		34807	20342	52086	 5795	46740	 1956	 1780	36578	52721	 6078	  528	15708	16624	35809	57598	  666	47981	42698	11530	29767	32195	36233	39992	58608	10437	12029	42653	49466	33096	30407	31554	 2826	15163	 5079	46337	29945	31642	 3172	24992	15944	17383	25246	49389	17673	40027	20050	55465	56154	48940	49083	 4484	24399	44707	 4368	52426	49814	35236	14636	17542	 1823	16662	38358	48247	55202	53080	11632	 6413	42993	 9457	31961	39479	18145	35306	 7154	51944	11403	54063	21882	24421	20066	56566	 2697	30079	12295	23147	42446	26659	13419	26937	41750	12085	12506	 1422	26513	28420	39071	16524	57324	54735	37105	24365	18461	18324	52901	18548	29488	37167	56927	51071	 4800	41008	21397	31200	42324	48740	47927	19955	  890	56759	59848	 7068	15839	25551	55665	27198	35355	 1743	50846	41133	58669	48233	15855	45519	22374	 3052	17310	 2380	48631	46668	28485	59783	47955	12287	55671	12534	54062	36190	40400	46991	31562	31129	58034	10747	50218	55443	58310	14853	26267	49058	50103	40571	44131	40369	36945	 9980	15327	23822	32994	53245	20105	10227	46262	14640	12925	34299	26621	  668	 9212	39470	33221	26086	25742	 6170	20454	15500	31433	 2099	  573	59746	17889	 5820	44099	  459	 2324	13924	35663	32052	17963	32780	29866	54402	10441	26986	24446	40402	 1892	26057	12334	38147	27140	19607	 6981	32778	54095	56616	35015	52060	 1941	24749	49189	51024	 6670	33412	24434	
128		28106	25899	36359	19323	  774	 5148	 5394	55954	33153	 1522	40641	 5448	 4814	55601	54749	23526	47230	21485	32945	44509	59032	36700	13919	14325	19084	51574	44132	24042	 8790	19964	 5617	19860	46255	40637	50721	34462	  187	54144	50576	55860	 2767	28195	33977	 8308	52509	28908	35295	34218	23344	44928	48327	56528	28130	52649	 1903	 6649	 2354	58146	47707	14711	 6486	57077	27673	 6339	44129	46454	29907	15130	43738	55388	29465	 8146	 4720	22364	45960	41224	  620	23038	48291	56186	56189	30698	40611	20720	15197	 2701	16390	12962	39975	 5931	35985	42443	13513	47398	31497	 2060	42892	45121	37376	20632	19717	31097	 2163	41955	44075	 7086	38823	22304	54024	21286	56169	21143	 4057	50281	10458	55700	17761	56421	32387	21431	10091	49086	52059	53072	12372	56302	47045	55025	39485	48705	38815	41831	24733	 3299	44159	21040	 9627	24516	40053	48356	37999	48751	22309	16933	51769	21852	49898	50624	13829	54404	11640	20473	13827	18964	59971	50004	44012	14519	30637	45691	 2880	51907	16086	54628	33983	17270	 3674	44350	52484	10050	22713	47372	10680	12100	29447	33492	22799	24729	13404	47941	53687	20412	33849	  344	27928	40812	31196	49844	26211	30236	48205	10090	13754	31046	14108	16652	16855	54597	59038	42529	18457	16934	 4205	47302	 6350	37879	18423	54102	29926	22064	13025	24346	33582	28082	54320	54255	56350	44620	41829	20046	 6877	  940	17062	25500	
129		40702	41093	42283	48959	37027	41211	35531	51923	22521	18076	 7204	59775	58935	52237	43678	59003	55911	31048	36456	 8256	34440	16282	 1931	24987	 3767	53359	12375	40526	20238	34629	33027	19099	39687	36507	34371	58518	31385	20865	52958	41330	11021	25124	58398	35690	21839	 5273	47103	52679	22931	 6696	18868	49493	56179	28601	53193	50496	50253	15022	59665	44679	26130	27236	46706	23652	44646	 8061	41257	32676	50567	55412	50315	56160	35855	55661	52604	 7218	20620	40801	14497	20153	59080	49483	21188	17363	12672	34286	15837	 7240	27843	 1554	24967	25723	 3481	25004	24259	11635	39699	32812	 6459	 4965	10584	33298	42573	 2080	 3883	27887	42975	31920	26490	27304	50372	27668	16413	 1879	 1638	27856	44055	38199	48153	23355	34076	44504	33953	 7841	24939	49630	51359	 4270	24776	 1624	 3611	  929	25440	44326	21781	34438	 9269	58531	11512	23035	24894	31762	29956	15531	15508	37817	28079	 9802	48782	23486	22127	16818	 5335	21914	12991	11715	23451	56987	58980	 6408	 5445	19614	56168	39040	49177	26266	59792	19785	47004	13016	11528	55295	33141	51343	12557	  255	49436	50375	  893	 6300	30399	10808	 2211	49628	37094	41326	32008	41556	28096	23211	20609	46549	53695	55528	 4721	35193	12831	17079	57181	48655	46170	35840	40160	 2254	26049	37005	28737	46473	  631	 7630	18080	35147	16268	22057	 8751	38840	41120	29090	 8525	46021	 9931	47874	24734	19268	
130		21137	34254	19126	19153	20189	36430	57176	58255	20825	33618	33055	55114	40867	53417	51089	40410	40887	17944	53318	48145	22427	21650	46865	40332	57344	31686	11998	35048	16025	49348	59911	46928	51438	51291	26427	37670	13123	13923	45382	42207	48960	54893	20486	46809	51780	44488	59147	43066	53272	21948	57074	 8306	 1651	35056	44945	13484	32530	59422	48340	14780	17932	18678	39909	39692	24335	 3378	 6866	41129	30582	26973	15955	47250	 4269	52094	43704	51339	11537	42623	26142	43396	40656	48315	24742	35784	40127	37221	45714	 2538	 7654	41075	40403	  517	53401	 7378	17267	48976	58162	22205	17663	51767	50009	35387	 7523	47246	12711	28240	31009	 5644	  665	36689	 7036	14404	28901	42387	26926	12878	34125	 3415	51676	34186	41050	 6688	36184	 1874	50034	33921	 3258	55843	26250	30353	40533	31003	40467	31909	56449	23907	55765	49770	49730	36298	 4078	46609	56320	17470	 8382	18097	36732	35656	45393	22177	43571	40442	 6543	 6595	10788	56833	46866	41354	28772	18035	34581	42201	44383	42848	37635	49865	43719	42664	26951	26307	20530	58286	35163	26362	52934	54770	43129	36641	56802	42276	10462	 6276	46066	 5508	 3707	36629	16140	40712	42626	10941	38385	18918	43236	27523	32463	21256	45470	12470	33270	 6159	 4008	 7098	51125	26185	27385	26781	41907	 2280	55474	45764	21546	 7467	 4350	40163	26477	36042	 9530	34481	17005	53432	19092	  649	30583	42834	
131		 1079	52788	30325	21897	55019	19766	 3000	29529	53964	44513	57182	37569	26087	46299	53909	14058	13632	44304	 4388	14013	45405	46556	22407	43350	54288	51206	13442	 4358	41515	28550	59340	42788	39165	37854	21123	17609	12272	12374	20178	16826	28515	47393	30625	42273	 4321	 3038	12911	47284	  910	20321	29810	42366	37780	28279	39058	10388	23137	33077	 6739	24585	13540	 1106	50130	32328	 6264	59989	40558	58104	31724	53588	25309	38421	 9857	21740	57268	46144	37534	43210	52810	 8426	20320	49932	30736	14821	11719	35158	21803	 5575	54149	31667	13415	  501	32555	34854	10592	42052	25122	52332	 8680	28986	20049	36113	29935	47079	 8063	 8181	 3996	33281	27197	 5951	37773	39333	32051	16912	29633	29636	 4892	30426	48402	50110	29595	50184	21830	59250	47851	 4090	28340	55951	35880	55898	 8207	56230	52905	35719	30950	48045	54746	 1768	11147	  165	16264	52240	16802	17815	45363	34443	28053	42334	43466	23742	 6793	34594	 4438	15991	46428	59290	49487	19490	 9621	  989	  117	25581	18816	46547	22980	59503	15428	 5227	12540	26410	52404	31074	 1636	56512	53170	37142	53221	58218	39987	22845	 2804	27635	49418	 7306	46731	56956	55938	15604	24409	43654	 2125	26444	15037	16477	19698	 8690	31520	17497	47695	19466	22504	26588	44232	31876	 1396	57809	25686	 1751	45034	20392	59846	38733	44552	30966	 8010	51102	15670	26262	56910	 4247	 2947	46900	24888	16600	
132		 8011	38245	45139	38234	21501	57872	59118	48467	 7185	53626	 1236	56325	27706	32087	24918	 4168	16192	33816	25582	 1435	29913	25839	22350	 9325	29140	43939	52407	49832	40191	18464	27766	59529	19803	  611	40856	43893	20963	32222	33794	26000	46258	 1232	11129	53335	 7890	 8425	16114	11905	13601	37849	51985	 8878	16541	43041	20636	29201	15791	 9230	39358	46242	15659	45397	37348	29473	 7087	21217	14498	51928	53865	18339	 7039	39087	54193	52624	39367	15312	21570	29168	 6221	27906	45235	18452	36004	 1772	59345	57121	 4996	46275	 7115	32845	31023	41966	27932	 8769	54373	48728	30213	40216	11424	 5862	36150	57265	56093	55435	13910	 4442	49887	24360	33769	25052	 7971	33959	 2721	37641	 5176	26897	37563	41109	 5822	26596	15078	45776	 9091	47608	47222	58259	24735	45270	58886	21885	  884	28396	30554	15810	47276	49968	45610	59324	53976	18817	37526	 4832	27357	16795	53253	40572	37887	53650	42272	20672	23381	48937	25484	28904	40709	41945	36267	54521	 7143	44969	16612	46944	35503	23106	53037	  465	28570	 1752	21350	43178	44872	21996	 5369	51331	55441	44396	 8415	 5433	30744	44183	 9548	15757	 5354	31063	52095	 4017	 2743	16620	32006	50450	26661	10085	53543	28999	 7852	 2624	52325	52622	 5884	38220	25335	56650	35196	 1366	56873	52415	27112	11686	47544	56099	43042	24481	33537	49300	45183	31085	 6530	16964	57909	13581	35102	 3077	47016	26114	
133		19217	51749	17914	 9577	19939	39161	 5725	34114	11237	27072	13814	56096	 2085	 2786	34420	 2527	33938	 4691	27600	31246	47899	 5613	46593	52505	55307	22442	22055	20751	 6176	56817	23151	25770	26234	26451	10018	57613	 2844	55956	59098	37139	23757	 3829	40965	18362	59057	 5615	49199	 4614	51879	49004	 8371	41522	44050	34525	 2794	41930	31508	10599	50116	14789	 5814	14989	45542	32598	26849	 2250	51109	45472	54536	21117	40274	52630	59882	15192	49914	39128	38052	 7205	 9501	38058	22440	16416	41925	21260	29129	24576	42379	 6578	 3317	19390	 5219	36173	 4702	13202	11240	37889	 2064	43801	20367	56235	44993	10069	19597	46693	26271	30010	24375	15023	38975	32359	35375	22278	41960	25811	15974	31215	23283	 3315	47868	55776	53618	33800	42943	30720	 8211	17238	34072	45178	 6912	 2869	29923	56109	44758	25512	28761	29379	 4193	28576	13879	21306	25442	44095	12707	38099	19623	45274	26752	17364	  468	 8585	13998	44485	28413	50082	46869	58673	28134	31231	35569	 4478	43268	27407	44502	 3993	27701	 5858	 5324	52193	59418	46341	 5749	53481	28931	29635	53108	17893	38864	12156	29307	28664	57906	50019	32773	43929	  514	50341	19391	 1856	21991	30388	 4110	56992	24870	32383	26492	 7837	 7494	53966	27123	16556	36809	  578	58845	45954	40687	 6166	17729	17030	45439	55858	 2966	59270	31391	 8331	 6480	18744	56587	23955	43779	47228	35469	27466	27734	23547	
134		24186	18440	 8312	40235	28270	42320	31036	45267	56612	43083	54990	18873	21220	38727	 7310	10905	44269	27527	 6787	 6058	23133	13131	31871	12171	12488	15901	59838	16491	18131	37315	50775	47140	41290	 5750	34014	56306	19862	 1665	13476	56113	41293	26366	54122	11336	41607	 1952	57605	57062	19960	51326	16055	52595	26532	40039	12998	 8155	52235	29451	50458	53534	24752	 9379	19450	24715	14057	31949	15562	54455	33244	52353	 3553	 3540	33339	25195	40473	43952	 9050	31370	10078	40252	30215	28241	22306	29001	51823	20970	17446	16821	30935	42509	44608	24230	51844	 5275	49477	38939	58664	  195	48844	39249	 4385	 5384	 4113	57686	27459	 9930	33447	47778	  916	51921	26654	15380	31957	  472	34048	12679	 7613	42969	58261	10311	51064	20540	50600	35986	56569	    7	26314	21233	35522	52019	50530	 8387	49268	34656	20989	51082	25585	49863	44330	18386	31708	45067	40955	 4004	29944	55733	34279	37902	 9482	45917	37977	22795	15063	 6123	21305	32529	 6647	 5799	46657	29603	55453	55476	46221	 8322	31689	21676	52986	10960	56247	25043	51056	59333	27877	36811	40981	51853	 6707	50649	 7061	57175	46914	15532	18793	56253	56055	 7957	52700	  199	38408	29964	20317	48571	45075	47035	51970	22134	35601	57762	 4306	42398	 4372	40710	 7662	35501	11278	37815	46767	31860	 1160	 2600	28566	59980	  552	 3430	34511	49448	43014	  739	22775	53722	 3445	22950	 3241	45080	
135		29887	11439	26567	59752	15914	46326	49283	 1807	14768	40550	32837	 6935	 2030	21754	11706	  254	45747	48004	56886	45099	21158	37811	15691	16507	56197	49764	37430	10541	  130	34174	10282	29235	 3383	41731	 4311	48933	54693	12663	49547	52026	55640	22098	33434	23285	50665	 9730	36643	54268	27305	 3537	 4635	 4199	21583	54136	13105	48109	28044	51340	26047	31983	56082	58541	 6664	24837	23314	44868	29427	18292	45538	24468	38422	23944	59319	  681	19866	38259	 4660	11164	57920	 4461	29156	16742	37742	11035	 3606	23591	26113	15668	37870	 6991	16212	26367	22673	 1916	59992	 6555	30725	52071	26717	58472	41144	46412	25063	47346	14967	45624	44156	11954	23904	14180	19426	 9113	14701	14059	45565	35673	49697	18453	17811	56508	17838	14015	15699	 7828	 5099	25874	 2958	16275	28623	11671	49351	46498	45846	14586	43595	19275	 1311	53210	 1711	14774	35088	28723	18240	36676	 8745	16673	32002	20405	34527	50974	 5101	54279	30979	42815	33436	44677	40886	43347	 1913	51437	47233	 5459	35411	 4980	22054	42938	20753	26481	21334	58283	12597	26851	34231	49434	52279	36385	49056	13580	16289	42725	28877	33544	14127	 5071	45755	 8645	42457	10969	44743	37812	52417	36614	47219	59110	  793	55592	37950	46555	 9310	 2011	26297	23294	15247	34063	10753	  149	27986	 5631	54079	24093	10460	57251	39042	44926	26863	26419	52483	46521	51581	48812	55431	51710	38919	 9082	
136		35360	37247	48965	36834	34898	39811	39794	32681	39044	 2507	26109	52808	 2991	13529	32992	51487	55475	 8082	45686	38156	39690	 6761	57372	25825	24209	51813	 4603	 7886	59090	20096	 6496	21744	57179	19801	23122	27267	17099	26495	46737	59320	42205	18921	 4274	22578	  809	23501	10523	34085	12181	35936	36242	46062	21773	13589	47911	17981	19448	15663	57307	14328	45402	 6156	 4894	24391	32349	43162	51350	56419	38135	18751	50381	18892	56159	 3884	36222	53416	 1305	57781	15833	12512	54951	23248	30054	51163	59205	 1632	36271	40779	19174	46046	47752	45135	28913	 7755	50016	29901	50737	 5145	 5940	  753	54449	30302	20951	28742	20041	 7089	57207	16125	 5903	20525	46911	34506	10735	18733	20159	12615	 9715	21822	55669	21489	17437	16078	50320	38403	35305	54134	58622	16692	52063	23157	52959	 7542	54826	47469	40148	15125	44647	  234	13810	40625	 4856	42958	42759	23201	53486	26268	25514	30109	45704	 4756	46903	25432	57282	50569	19380	27117	39349	34981	40386	40009	 2857	31283	19325	29278	49624	56671	25685	32736	30728	59296	38886	41481	26616	39645	17335	18242	 3680	31906	48476	24088	33317	 8962	58571	47759	50943	40481	44139	16079	  416	32477	20761	35588	57272	52146	28035	21870	  127	59965	25444	 3561	27712	24150	 8349	33576	 2757	52406	 2430	39440	12908	47314	31334	10075	42187	19349	27911	50698	  390	52337	32407	15467	43188	23175	44772	36627	
137		55220	21216	48647	 7417	55922	  124	11399	32869	42584	  248	 2327	47827	52749	38933	51658	11597	28278	28965	51792	29660	48628	44472	 3105	 7042	  602	29910	 8169	58118	19525	31425	48257	55407	36986	55226	42817	34268	47029	 2578	19731	 3743	16997	52848	39799	25541	25095	34041	  701	36846	27606	52969	44068	17286	50228	31401	36494	13446	13886	43457	17968	13109	59136	19561	21378	28121	48091	 5235	19776	 2068	16386	50347	31731	15329	25438	35414	 3872	23892	39079	35676	 3648	37652	42615	58061	 4949	38923	 7197	48246	14998	21681	24234	 8241	46291	48576	 9666	57215	47771	55687	17360	56527	53292	18105	36287	20328	23382	45516	49664	29000	31384	36789	41386	44356	 4848	44780	19164	25792	35556	23732	19754	41982	33680	32285	31717	 8969	32743	24130	  570	49566	36957	47788	59959	51362	 5517	51325	24044	23407	  700	56010	27842	45500	 1765	 2281	11148	59094	33892	42170	25779	58615	39682	  634	34248	 8708	53527	28555	22716	55052	28941	39612	29400	13454	43199	23812	25290	51242	35309	35245	37101	28453	46620	15253	18499	50683	19863	40956	40510	 8447	11575	51100	59927	29654	26905	41684	21510	51815	 1078	44610	41359	10200	50773	31822	 8497	18995	18990	17357	48625	21110	30464	44804	16374	39177	26542	47429	49512	 4775	54091	 1252	18779	38017	43805	10481	32303	51244	15695	 4034	41804	31199	25769	39538	17613	49692	41834	12581	25268	53474	39683	48254	
138		17212	59528	40170	49523	53290	29588	 4494	23459	 2205	48922	49834	55937	18033	58545	 6262	12341	24308	33963	37695	44127	17054	39430	48653	47830	32545	15922	31446	23920	 9442	48945	49798	48916	46624	38225	51480	52284	10107	10028	37191	57191	37199	17538	38166	47912	33236	 4748	19514	 5202	 3231	  938	31176	41068	46581	27729	 9345	10306	59275	12787	28885	20574	44431	 1659	 7715	43312	35706	46287	30081	41151	56745	19025	34655	36976	17756	43256	35730	37409	55685	  953	 3174	41473	53882	 2762	39401	50752	34957	47971	49640	18479	11561	37895	54498	56648	12717	19577	14360	41135	48950	41729	29477	48891	56835	56858	47075	31594	19201	25900	34039	35812	23934	 2014	 4532	20074	49400	51787	33425	15584	19823	 4661	58426	10246	53325	59477	31408	48450	 1583	49504	54233	  964	46317	 6521	31758	 5958	31141	29816	41663	   93	57396	53669	20942	15061	33030	15032	45057	50403	12253	55959	34958	26045	27893	 4441	54753	47088	11591	11312	52558	17608	 2171	 1963	 9460	30748	22806	22341	12283	55244	18806	11006	56632	46552	12312	 3810	53829	14603	 3887	37653	37183	 5501	59106	16412	32658	11794	19375	26198	48640	14350	37743	26956	52238	  880	 1790	42176	23739	47083	52083	17727	45367	58745	49337	27674	39976	46684	27704	 6291	33821	 5087	48510	55740	26291	34556	14455	49352	32361	15361	54944	58773	19162	 9128	41846	40580	42343	30787	48623	50017	  258	 8696	
139		12040	17541	13514	51969	47844	29912	17336	 5095	 8468	53652	20441	49051	35169	 7809	59370	55668	50575	22263	34234	44742	46468	15046	 3435	29214	41453	 2444	 6382	38527	39656	47956	47348	14187	18528	49833	 4830	47342	37600	11018	42766	26953	11524	58209	55914	 7452	59307	 7972	21049	16909	57173	33260	 9826	21429	29476	49425	59150	14281	42801	21164	32279	39648	28614	50327	21279	10287	 4065	47541	56701	11161	15142	56889	30194	13848	31122	34759	51231	 7385	39905	48050	20585	23059	58178	 9397	 9404	 7084	31884	 5729	49824	43946	36097	18208	48609	35372	35750	48442	 6043	17182	13916	13281	43090	17700	 5929	47908	46072	12844	14117	18148	15501	  759	 6744	 4890	55178	54493	23379	 7993	 8196	11412	30808	40581	40978	58971	12745	17000	23830	46605	17377	55788	35262	35639	11748	26499	10225	52446	 8989	58687	41399	16739	10921	46539	51175	14955	21518	 3942	 3222	 3359	48493	54570	27012	57035	17016	 6323	10021	58087	50310	47332	10964	22485	38175	17877	56281	50922	49386	16647	38407	47058	22399	50933	54231	53385	 8727	15477	22475	11059	53877	13097	 4896	 8390	39898	19149	32816	56510	34127	27860	41876	57981	 5341	 5955	55622	48872	 8554	45825	52245	 8860	19392	  559	36509	 5649	39930	15235	34452	23761	36022	26619	 1921	48648	 7867	11327	20452	 8821	 7669	58643	22576	53508	 6974	34320	16525	 6490	39446	40663	32583	  489	51041	47417	57476	49784	
140		32503	 6457	30386	52479	59768	11657	30116	43618	39985	40514	40295	13342	36867	29012	52891	51644	 7738	 9751	18359	13678	45015	 8043	 6233	51463	55022	31405	12404	   81	43099	 2913	47641	44915	50824	26635	37291	22395	51313	50472	18686	29143	45035	31687	49576	55942	30918	53192	49357	10153	27473	36931	10350	50139	42901	30088	21548	53928	44981	33467	51708	55430	22433	26371	44363	34614	 8220	13176	 2379	16415	24100	59718	33453	51410	50275	19587	45214	23095	15030	53148	45975	12560	58920	37875	28981	12174	51664	54467	50882	11062	48607	46651	15596	21582	  810	52283	16533	34889	28160	48557	 7116	46401	45466	31649	 1087	31794	35351	44003	46891	10376	33353	52490	 9645	15491	45460	34427	44417	 8291	26080	46685	 4268	 4543	 6239	34437	20722	52299	23079	34354	 2237	38489	16595	 1699	59700	47590	28234	44102	40670	55897	46699	34157	28624	21273	19309	54904	30163	43957	 2385	11238	48399	22875	 4540	43433	15636	12461	21039	 6336	30146	29005	51087	24739	29354	53064	18741	29726	37493	24422	42968	45177	35237	 6193	27289	17931	43875	12943	14875	29545	37495	23690	16750	 9927	25518	35063	29226	16030	47739	53357	29652	34932	22757	 4506	55605	 2986	15314	29586	46451	17445	10226	26651	59668	12785	10924	58103	13182	47727	42868	15412	28789	25674	12586	15115	32544	48389	35010	25722	20675	56571	10943	43033	39051	56990	44145	35819	55040	27723	24879	47011	
141		14044	48071	44160	14507	15007	40829	50645	45126	23898	17934	22451	38430	 9292	53260	 7594	31935	  727	16013	16309	56481	31853	25177	 1833	46859	  818	15581	45101	53524	25236	35563	 7183	51214	15345	13029	23914	16420	 2204	13790	57988	 1591	38651	57700	 1107	31644	34648	19103	20314	55529	49710	 5728	21414	 8857	53526	36316	46411	 4932	15585	54025	49271	36424	33788	47832	42741	26936	50061	32370	 1692	52289	33752	51830	22360	13168	 5399	 9904	27824	 6334	17524	38469	16582	57427	50573	36605	51459	42723	11118	16455	 7381	15065	41433	 4677	 6285	 1132	37821	 7507	34253	43104	 9747	32942	12227	 7435	29963	 9436	 6400	27745	19575	50509	34530	46292	49200	50947	 4138	56640	57261	44589	11045	36843	 8428	52812	43358	54227	13767	36390	25115	47622	40892	17034	35135	21975	12782	38354	24197	 1292	 9639	 5919	51956	49578	21688	11393	   77	55144	 3090	28138	 5686	43589	56985	 5741	 6999	30336	33117	11484	44186	30120	 5943	32798	41874	11565	33681	 7008	27125	38893	56504	12521	 3369	51211	 7464	14581	 7825	26919	54043	30371	 9671	24665	10352	15212	 8876	39297	21359	43792	42085	29220	36157	44607	38261	 3659	17958	34293	16065	59193	55415	19906	50295	28046	26601	42006	21900	39610	55397	34742	21977	21147	42050	50215	14974	55867	14286	34903	45529	18578	 6171	39762	22071	50115	12701	19995	 9985	46263	12438	59689	12410	51519	 5195	12820	18332	35174	
